Date,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipit,day_of_week,Temp_avg_C,HDD,CDD,Date_encoded
2016-06-01,1,85,74.8,68,74,71.4,66,100,89.4,65,21,9.5,0,29.8,29.8,29.7,0.0,2,23.77777777777778,0.0,5.477777777777778,0
2016-06-02,2,76,71.2,66,74,70.3,66,100,96.8,89,18,7.8,0,29.8,29.8,29.7,4.33,5,21.77777777777778,0.0,3.477777777777778,1
2016-06-03,3,79,72.1,68,72,70.0,68,100,93.6,72,18,4.7,0,29.8,29.8,29.7,3.18,6,22.277777777777775,0.0,3.9777777777777743,2
2016-06-04,4,76,71.2,69,73,70.0,66,100,96.1,85,20,7.0,0,29.8,29.7,29.7,2.37,2,21.77777777777778,0.0,3.477777777777778,3
2016-06-05,5,82,73.8,68,72,70.0,68,100,88.7,62,17,7.7,0,29.7,29.7,29.7,0.39,4,23.22222222222222,0.0,4.922222222222221,4
2016-06-06,6,87,76.6,70,73,70.8,68,100,84.0,53,8,4.7,0,29.7,29.7,29.6,0.44,0,24.777777777777775,0.0,6.477777777777774,5
2016-06-07,7,88,79.6,72,72,70.2,67,100,75.2,51,10,5.0,0,29.8,29.8,29.7,0.0,2,26.444444444444443,0.0,8.144444444444442,6
2016-06-08,8,88,79.3,71,72,69.0,64,96,73.3,46,12,4.8,0,29.8,29.8,29.8,0.0,5,26.27777777777778,0.0,7.977777777777778,7
2016-06-09,9,88,79.2,72,74,69.9,65,100,75.3,49,15,6.7,0,29.8,29.8,29.8,0.0,1,26.22222222222222,0.0,7.922222222222221,8
2016-06-10,10,90,80.6,72,75,73.3,71,100,80.0,55,14,5.7,0,29.9,29.8,29.8,0.0,3,26.999999999999996,0.0,8.699999999999996,9
2016-06-11,11,90,82.0,75,77,75.0,73,96,79.8,59,13,5.4,0,29.9,29.9,29.9,0.0,6,27.77777777777778,0.0,9.477777777777778,10
2016-06-12,12,86,78.7,73,79,74.7,70,100,88.0,72,13,6.7,0,30.0,29.9,29.9,0.0,1,25.944444444444443,0.0,7.644444444444442,11
2016-06-13,13,93,82.5,73,79,75.1,72,100,80.0,54,13,5.0,0,29.9,29.8,29.7,2.11,0,28.055555555555557,0.0,9.755555555555556,12
2016-06-14,14,94,85.7,79,76,74.6,73,90,70.8,51,10,6.3,0,29.8,29.8,29.7,0.0,1,29.833333333333332,0.0,11.533333333333331,13
2016-06-15,15,95,85.2,78,77,74.4,70,93,72.3,46,12,6.1,0,29.9,29.8,29.8,0.0,2,29.555555555555557,0.0,11.255555555555556,14
2016-06-16,16,96,86.5,79,77,74.6,70,94,69.8,44,10,6.5,3,29.9,29.9,29.8,0.0,3,30.27777777777778,0.0,11.977777777777778,15
2016-06-17,17,95,85.8,79,78,75.1,71,90,71.9,47,14,5.1,0,29.9,29.8,29.8,0.0,4,29.88888888888889,0.0,11.588888888888889,16
2016-06-18,18,96,84.8,77,79,73.7,68,96,71.0,47,22,6.6,0,29.9,29.9,29.8,0.0,5,29.333333333333332,0.0,11.033333333333331,17
2016-06-19,19,90,82.3,74,73,71.5,69,91,71.1,52,12,5.8,0,30.0,30.0,29.9,0.0,6,27.944444444444443,0.0,9.644444444444442,18
2016-06-20,20,91,82.9,76,76,73.6,71,94,75.0,52,17,5.0,0,30.1,30.0,30.0,0.0,0,28.277777777777782,0.0,9.977777777777781,19
2016-06-21,21,92,82.7,76,76,73.9,72,94,76.1,52,18,4.1,0,30.0,30.0,29.9,0.0,1,28.166666666666668,0.0,9.866666666666667,20
2016-06-22,22,92,83.2,76,76,73.3,70,94,73.5,50,17,7.2,0,30.0,29.9,29.9,0.02,2,28.444444444444443,0.0,10.144444444444442,21
2016-06-23,23,92,83.8,74,73,71.0,69,93,66.9,47,14,6.0,0,30.0,29.9,29.9,0.0,3,28.77777777777778,0.0,10.477777777777778,22
2016-06-24,24,91,82.0,73,76,73.4,71,93,76.2,54,13,6.0,0,30.0,29.9,29.9,0.0,4,27.77777777777778,0.0,9.477777777777778,23
2016-06-25,25,91,83.1,76,79,74.7,72,97,76.7,59,17,4.9,0,30.0,29.9,29.9,0.0,5,28.388888888888886,0.0,10.088888888888885,24
2016-06-26,26,93,84.8,76,77,73.8,70,97,71.3,50,10,3.5,0,30.0,29.9,29.9,0.06,6,29.333333333333332,0.0,11.033333333333331,25
2016-06-27,27,95,84.8,76,76,74.1,72,97,71.8,49,8,2.0,0,30.0,29.9,29.9,0.0,0,29.333333333333332,0.0,11.033333333333331,26
2016-06-28,28,95,82.2,75,75,73.8,72,94,77.2,52,20,5.2,0,29.9,29.9,29.8,0.0,1,27.88888888888889,0.0,9.588888888888889,27
2016-06-29,29,93,81.6,74,75,73.6,72,97,78.3,52,14,5.2,0,29.9,29.8,29.8,0.0,2,27.555555555555554,0.0,9.255555555555553,28
2016-06-30,30,94,83.8,75,75,72.7,70,94,71.3,47,13,6.0,0,29.9,29.8,29.8,0.0,3,28.77777777777778,0.0,10.477777777777778,29
2016-07-01,1,94,84.9,76,76,74.0,72,94,71.6,51,13,5.7,0,29.9,29.9,29.8,0.0,3,29.38888888888889,0.0,11.088888888888889,30
2016-07-02,2,95,86.2,76,76,73.1,69,94,67.2,43,12,5.5,0,29.9,29.9,29.8,0.0,6,30.11111111111111,0.0,11.81111111111111,31
2016-07-03,3,95,87.1,80,76,74.1,70,85,66.5,44,18,9.5,5,29.9,29.9,29.8,0.0,0,30.61111111111111,0.0,12.31111111111111,32
2016-07-04,4,97,87.7,82,77,74.8,72,85,66.7,44,14,9.5,5,29.9,29.9,29.8,0.0,3,30.944444444444443,0.0,12.644444444444442,33
2016-07-05,5,96,87.1,82,77,75.3,71,84,69.3,44,14,9.3,3,29.9,29.9,29.9,0.0,5,30.61111111111111,0.0,12.31111111111111,34
2016-07-06,6,95,87.0,82,79,74.4,69,89,67.6,44,15,9.9,6,29.9,29.9,29.8,0.0,1,30.555555555555557,0.0,12.255555555555556,35
2016-07-07,7,97,87.3,81,77,75.2,72,88,68.9,44,20,9.6,5,29.9,29.9,29.8,0.0,3,30.72222222222222,0.0,12.42222222222222,36
2016-07-08,8,97,87.0,79,78,74.0,70,90,67.2,43,16,7.9,3,29.9,29.9,29.9,0.0,6,30.555555555555557,0.0,12.255555555555556,37
2016-07-09,9,97,86.6,77,78,74.6,70,94,69.3,43,14,7.1,0,29.9,29.9,29.8,0.0,2,30.333333333333332,0.0,12.033333333333331,38
2016-07-10,10,94,86.0,80,79,74.0,66,90,69.7,42,14,7.4,0,29.9,29.9,29.8,0.28,4,30.0,0.0,11.7,39
2016-07-11,11,96,87.3,82,76,72.6,67,82,63.8,38,21,11.1,5,29.9,29.8,29.8,0.0,0,30.72222222222222,0.0,12.42222222222222,40
2016-07-12,12,97,87.4,81,77,74.0,70,85,66.1,41,17,9.6,3,29.9,29.9,29.8,0.0,2,30.77777777777778,0.0,12.477777777777778,41
2016-07-13,13,97,88.3,81,79,74.6,69,88,65.7,44,14,8.9,3,29.9,29.9,29.9,0.0,2,31.27777777777778,0.0,12.977777777777778,42
2016-07-14,14,97,86.7,81,77,73.8,68,88,68.2,39,14,7.4,0,29.9,29.9,29.8,0.0,3,30.38888888888889,0.0,12.088888888888889,43
2016-07-15,15,98,87.2,77,77,73.1,66,94,65.8,35,18,6.9,0,29.9,29.9,29.8,0.0,4,30.666666666666668,0.0,12.366666666666667,44
2016-07-16,16,96,86.0,77,77,72.3,66,94,66.3,38,16,5.6,0,29.9,29.9,29.8,0.0,5,30.0,0.0,11.7,45
2016-07-17,17,95,84.7,77,76,73.0,70,90,69.3,46,18,6.0,0,30.0,29.9,29.9,0.0,6,29.27777777777778,0.0,10.977777777777778,46
2016-07-18,18,96,84.1,77,77,75.0,72,94,75.0,49,9,3.5,0,30.0,30.0,30.0,0.0,0,28.944444444444443,0.0,10.644444444444442,47
2016-07-19,19,91,82.7,77,77,75.4,73,96,79.3,55,12,5.3,0,30.1,30.0,30.0,0.24,1,28.166666666666668,0.0,9.866666666666667,48
2016-07-20,20,97,85.6,76,77,74.0,71,97,70.8,43,12,3.9,0,30.1,30.0,30.0,0.22,2,29.77777777777778,0.0,11.477777777777778,49
2016-07-21,21,97,86.8,76,77,71.9,64,94,64.8,34,12,3.9,0,30.0,30.0,29.9,0.01,3,30.444444444444443,0.0,12.144444444444442,50
2016-07-22,22,98,87.5,77,76,72.6,67,94,64.0,37,12,3.4,0,30.0,29.9,29.8,0.0,4,30.833333333333332,0.0,12.533333333333331,51
2016-07-23,23,98,87.5,78,76,73.8,70,90,65.4,40,10,5.5,0,29.9,29.8,29.8,0.0,5,30.833333333333332,0.0,12.533333333333331,52
2016-07-24,24,98,88.3,78,77,73.9,69,93,64.4,40,15,5.5,0,29.9,29.8,29.8,0.0,6,31.27777777777778,0.0,12.977777777777778,53
2016-07-25,25,95,85.7,79,76,74.0,72,88,69.2,49,24,6.7,0,29.9,29.8,29.8,0.0,0,29.833333333333332,0.0,11.533333333333331,54
2016-07-26,26,91,81.1,77,77,74.6,73,96,81.4,57,14,5.1,0,29.8,29.8,29.8,0.0,1,27.277777777777775,0.0,8.977777777777774,55
2016-07-27,27,85,79.7,73,78,74.6,71,94,84.6,72,10,4.4,0,29.9,29.9,29.8,0.0,2,26.5,0.0,8.2,56
2016-07-28,28,90,81.0,75,79,75.2,70,94,83.5,59,24,4.7,0,29.9,29.9,29.8,0.22,3,27.22222222222222,0.0,8.92222222222222,57
2016-07-29,29,94,84.5,76,77,74.0,72,97,72.7,49,12,4.4,0,29.9,29.9,29.8,0.12,4,29.166666666666668,0.0,10.866666666666667,58
2016-07-30,30,97,85.8,77,77,73.8,68,94,69.7,41,10,4.2,0,29.9,29.9,29.8,0.0,5,29.88888888888889,0.0,11.588888888888889,59
2016-07-31,31,96,85.9,79,79,75.0,71,90,71.2,47,13,5.6,0,29.9,29.9,29.9,0.0,6,29.944444444444443,0.0,11.644444444444442,60
2016-08-01,1,97,86.5,75,76,73.3,67,96,67.3,37,20,6.0,0,30.0,29.9,29.9,0.0,4,30.27777777777778,0.0,11.977777777777778,61
2016-08-02,2,97,87.3,77,77,73.9,71,94,66.3,43,15,4.6,0,30.0,29.9,29.9,0.0,0,30.72222222222222,0.0,12.42222222222222,62
2016-08-03,3,97,87.4,77,77,73.8,71,94,66.4,43,15,4.5,0,29.9,29.9,29.8,0.0,1,30.77777777777778,0.0,12.477777777777778,63
2016-08-04,4,97,87.1,76,77,74.4,71,94,68.0,43,14,4.8,0,29.9,29.8,29.8,0.0,4,30.61111111111111,0.0,12.31111111111111,64
2016-08-05,5,96,87.1,78,77,74.2,72,90,66.9,46,8,4.1,0,29.9,29.8,29.8,0.0,6,30.61111111111111,0.0,12.31111111111111,65
2016-08-06,6,97,87.6,78,76,72.8,65,90,64.1,36,16,5.8,0,29.9,29.8,29.8,0.0,2,30.88888888888889,0.0,12.588888888888889,66
2016-08-07,7,100,88.5,79,77,73.0,65,90,63.2,34,12,5.2,0,29.9,29.8,29.7,0.0,4,31.38888888888889,0.0,13.088888888888889,67
2016-08-08,8,98,88.0,77,77,73.1,66,94,64.1,35,14,5.0,0,29.8,29.8,29.7,0.0,0,31.11111111111111,0.0,12.81111111111111,68
2016-08-09,9,100,89.0,77,77,74.4,70,94,64.4,39,15,6.3,0,29.8,29.8,29.7,0.0,3,31.666666666666668,0.0,13.366666666666667,69
2016-08-10,10,99,89.4,80,78,74.7,68,87,64.2,37,15,5.7,0,29.9,29.8,29.8,0.0,5,31.88888888888889,0.0,13.588888888888889,70
2016-08-11,11,100,89.8,82,79,75.7,67,85,65.8,34,15,8.0,0,29.9,29.8,29.7,0.0,1,32.111111111111114,0.0,13.811111111111114,71
2016-08-12,12,98,87.8,82,78,74.8,69,85,67.6,39,14,8.4,5,29.8,29.7,29.6,0.0,3,31.0,0.0,12.7,72
2016-08-13,13,95,82.8,76,78,75.4,72,97,79.9,47,26,8.0,0,29.8,29.7,29.6,0.0,5,28.22222222222222,0.0,9.92222222222222,73
2016-08-14,14,88,77.3,72,75,73.1,67,97,87.2,63,15,4.7,0,29.9,29.8,29.7,1.19,6,25.166666666666668,0.0,6.866666666666667,74
2016-08-15,15,86,78.6,75,77,74.8,72,96,88.4,72,10,6.1,0,29.9,29.9,29.8,1.3,0,25.888888888888886,0.0,7.588888888888885,75
2016-08-16,16,81,76.8,75,76,74.4,72,97,92.4,82,15,6.6,0,30.0,29.9,29.9,1.91,1,24.88888888888889,0.0,6.588888888888889,76
2016-08-17,17,82,77.3,73,76,73.8,72,97,89.2,74,20,8.3,0,30.0,30.0,29.9,1.57,2,25.166666666666668,0.0,6.866666666666667,77
2016-08-18,18,87,78.1,74,78,74.9,72,97,90.2,72,22,5.1,0,30.0,29.9,29.9,1.73,3,25.611111111111107,0.0,7.3111111111111065,78
2016-08-19,19,92,81.8,75,77,74.8,72,97,80.5,54,21,6.0,0,29.9,29.8,29.8,0.19,4,27.666666666666668,0.0,9.366666666666667,79
2016-08-20,20,90,81.9,75,77,74.8,73,96,79.7,59,10,5.7,0,29.8,29.8,29.7,0.39,5,27.722222222222225,0.0,9.422222222222224,80
2016-08-21,21,86,80.7,77,77,74.5,72,94,81.9,67,15,5.9,0,29.9,29.9,29.8,0.53,6,27.055555555555557,0.0,8.755555555555556,81
2016-08-22,22,88,78.3,74,78,74.7,72,97,89.5,65,18,6.3,0,30.0,30.0,29.9,0.0,0,25.72222222222222,0.0,7.422222222222221,82
2016-08-23,23,94,83.1,75,79,76.0,73,97,80.5,52,20,7.6,0,30.1,30.0,30.0,0.33,1,28.388888888888886,0.0,10.088888888888885,83
2016-08-24,24,93,83.0,76,78,75.4,73,97,79.1,52,15,6.2,0,30.0,30.0,29.9,0.0,2,28.333333333333332,0.0,10.033333333333331,84
2016-08-25,25,90,79.6,75,78,74.6,72,97,85.2,59,15,5.1,0,30.0,29.9,29.9,0.0,3,26.444444444444443,0.0,8.144444444444442,85
2016-08-26,26,88,78.4,73,75,73.0,71,96,84.4,61,22,6.8,3,29.9,29.9,29.8,0.42,4,25.777777777777782,0.0,7.477777777777781,86
2016-08-27,27,90,78.3,74,75,72.9,71,94,84.3,55,29,7.9,0,29.9,29.8,29.8,0.74,5,25.72222222222222,0.0,7.422222222222221,87
2016-08-28,28,87,78.1,75,75,73.1,70,94,85.1,67,23,8.3,3,29.9,29.8,29.8,0.0,6,25.611111111111107,0.0,7.3111111111111065,88
2016-08-29,29,84,77.6,75,76,73.1,72,94,86.0,69,16,8.5,3,29.9,29.8,29.8,0.0,0,25.33333333333333,0.0,7.033333333333328,89
2016-08-30,30,93,82.3,75,76,72.4,70,90,73.5,48,13,7.0,0,29.9,29.8,29.8,0.1,1,27.944444444444443,0.0,9.644444444444442,90
2016-08-31,31,93,84.5,78,76,73.6,70,88,71.0,54,15,5.9,0,29.8,29.8,29.7,0.0,2,29.166666666666668,0.0,10.866666666666667,91
2016-09-01,1,96,86.2,78,75,73.3,70,88,67.1,46,13,6.3,0,29.8,29.8,29.7,0.01,5,30.11111111111111,0.0,11.81111111111111,92
2016-09-02,2,95,84.9,77,75,73.6,70,90,70.0,51,16,7.4,0,29.9,29.8,29.8,0.0,1,29.38888888888889,0.0,11.088888888888889,93
2016-09-03,3,92,82.3,75,72,70.6,68,87,68.8,48,10,8.0,6,29.9,29.8,29.8,0.0,2,27.944444444444443,0.0,9.644444444444442,94
2016-09-04,4,91,81.5,74,78,74.2,69,96,79.3,55,12,5.6,0,29.9,29.9,29.8,0.0,5,27.5,0.0,9.2,95
2016-09-05,5,89,81.6,76,78,75.6,73,97,82.7,63,13,5.8,0,30.0,29.9,29.9,0.29,0,27.555555555555554,0.0,9.255555555555553,96
2016-09-06,6,92,83.2,75,76,73.8,70,97,75.0,48,16,7.0,0,30.0,30.0,29.9,0.02,3,28.444444444444443,0.0,10.144444444444442,97
2016-09-07,7,93,83.3,74,76,73.8,72,97,74.6,50,9,4.3,0,30.0,30.0,29.9,0.0,5,28.5,0.0,10.2,98
2016-09-08,8,93,84.3,77,78,75.1,72,96,74.9,52,15,6.5,0,29.9,29.9,29.8,0.0,1,29.055555555555557,0.0,10.755555555555556,99
2016-09-09,9,91,81.0,76,78,74.7,72,97,81.9,57,23,3.7,0,29.9,29.8,29.8,0.0,4,27.22222222222222,0.0,8.92222222222222,100
2016-09-10,10,88,78.4,75,76,73.3,71,96,84.6,62,18,4.9,0,30.0,29.9,29.9,0.04,6,25.777777777777782,0.0,7.477777777777781,101
2016-09-11,11,90,80.2,72,73,71.0,70,93,75.4,53,10,4.4,0,30.0,29.9,29.9,0.0,2,26.77777777777778,0.0,8.477777777777778,102
2016-09-12,12,92,80.3,73,75,73.2,71,96,80.5,53,8,5.5,0,29.9,29.8,29.8,0.0,4,26.833333333333332,0.0,8.533333333333331,103
2016-09-13,13,91,79.9,75,76,73.8,72,96,82.8,53,23,8.2,0,29.9,29.9,29.8,0.0,1,26.611111111111114,0.0,8.311111111111114,104
2016-09-14,14,91,82.9,76,75,72.5,70,91,72.7,50,15,7.8,3,29.9,29.9,29.8,0.1,2,28.277777777777782,0.0,9.977777777777781,105
2016-09-15,15,92,82.7,76,75,73.1,71,94,74.8,52,13,7.0,0,29.9,29.9,29.8,0.0,3,28.166666666666668,0.0,9.866666666666667,106
2016-09-16,16,90,81.9,76,77,75.5,74,97,81.8,61,13,7.0,0,29.8,29.8,29.8,0.0,4,27.722222222222225,0.0,9.422222222222224,107
2016-09-17,17,95,84.1,75,77,75.2,73,100,76.5,49,9,3.1,0,29.9,29.8,29.8,0.01,5,28.944444444444443,0.0,10.644444444444442,108
2016-09-18,18,95,85.0,76,78,75.4,71,97,75.0,46,9,4.1,0,29.9,29.8,29.8,0.0,6,29.444444444444443,0.0,11.144444444444442,109
2016-09-19,19,95,85.7,77,79,75.0,70,96,72.2,44,8,4.4,0,29.9,29.9,29.8,0.0,0,29.833333333333332,0.0,11.533333333333331,110
2016-09-20,20,96,84.5,76,77,74.7,72,94,74.5,47,14,5.2,0,30.0,29.9,29.8,0.0,1,29.166666666666668,0.0,10.866666666666667,111
2016-09-21,21,93,82.0,73,74,70.8,66,94,71.5,41,12,4.6,0,29.9,29.9,29.8,0.0,2,27.77777777777778,0.0,9.477777777777778,112
2016-09-22,22,92,82.2,75,76,72.4,69,94,74.1,47,15,6.7,0,29.9,29.9,29.8,0.0,3,27.88888888888889,0.0,9.588888888888889,113
2016-09-23,23,89,82.0,76,78,74.5,72,97,78.9,61,17,7.5,0,29.9,29.9,29.8,0.0,4,27.77777777777778,0.0,9.477777777777778,114
2016-09-24,24,91,79.7,76,77,74.9,73,97,85.9,55,18,6.8,0,29.9,29.9,29.8,0.0,5,26.5,0.0,8.2,115
2016-09-25,25,89,76.9,73,77,73.4,71,100,89.3,61,36,7.0,0,29.9,29.9,29.8,0.69,6,24.944444444444446,0.0,6.644444444444446,116
2016-09-26,26,85,76.8,73,74,72.0,69,96,86.0,65,20,7.2,0,29.9,29.9,29.9,0.53,0,24.88888888888889,0.0,6.588888888888889,117
2016-09-27,27,84,76.8,71,72,68.6,66,93,76.8,60,12,7.5,3,29.9,29.9,29.8,0.02,1,24.88888888888889,0.0,6.588888888888889,118
2016-09-28,28,88,76.6,69,66,63.1,60,87,65.6,39,8,2.8,0,30.0,29.9,29.9,0.0,2,24.777777777777775,0.0,6.477777777777774,119
2016-09-29,29,86,73.0,65,64,59.7,55,93,65.8,39,14,6.7,0,30.1,30.0,29.9,0.0,3,22.77777777777778,0.0,4.477777777777778,120
2016-09-30,30,81,68.8,58,57,54.4,51,84,63.2,38,9,3.9,0,30.1,30.0,29.9,0.0,4,20.444444444444443,0.0,2.144444444444442,121
2016-10-01,1,81,71.1,61,64,59.4,57,90,68.7,45,8,3.3,0,30.0,29.9,29.9,0.0,6,21.722222222222218,0.0,3.422222222222217,122
2016-10-02,2,86,74.0,65,64,60.6,58,90,66.0,40,8,4.4,0,29.9,29.9,29.8,0.0,2,23.333333333333332,0.0,5.033333333333331,123
2016-10-03,3,86,73.6,63,66,62.5,60,93,71.1,41,13,5.8,0,29.9,29.8,29.7,0.0,3,23.111111111111107,0.0,4.8111111111111065,124
2016-10-04,4,89,77.0,66,73,68.9,64,93,77.6,53,18,8.0,0,29.7,29.7,29.7,0.0,6,25.0,0.0,6.699999999999999,125
2016-10-05,5,91,80.3,73,76,73.5,71,100,81.3,57,17,7.4,0,29.8,29.8,29.7,0.0,1,26.833333333333332,0.0,8.533333333333331,126
2016-10-06,6,89,80.2,74,75,73.2,69,97,80.7,55,16,8.1,0,29.8,29.8,29.8,0.0,4,26.77777777777778,0.0,8.477777777777778,127
2016-10-07,7,90,79.5,71,73,68.4,64,97,72.1,42,15,7.3,0,29.9,29.9,29.8,0.01,6,26.38888888888889,0.0,8.088888888888889,128
2016-10-08,8,88,76.2,67,66,62.8,60,87,65.4,40,15,9.3,6,30.1,30.0,29.9,0.0,2,24.555555555555557,0.0,6.255555555555556,129
2016-10-09,9,82,70.3,60,60,48.9,43,71,49.3,25,15,7.9,3,30.1,30.1,30.0,0.0,5,21.27777777777778,0.0,2.977777777777778,130
2016-10-10,10,84,69.2,55,62,52.6,48,84,58.9,31,10,3.5,0,30.1,30.0,30.0,0.0,0,20.666666666666668,0.0,2.366666666666667,131
2016-10-11,11,84,73.3,65,73,67.9,62,93,83.6,65,22,7.6,0,30.0,30.0,29.9,0.0,3,22.944444444444443,0.0,4.644444444444442,132
2016-10-12,12,88,77.8,69,73,70.6,68,97,79.9,55,17,8.0,0,30.0,29.9,29.9,0.11,5,25.444444444444443,0.0,7.144444444444442,133
2016-10-13,13,89,78.2,70,73,69.4,65,100,77.2,48,15,4.3,0,30.0,30.0,29.9,0.0,3,25.666666666666668,0.0,7.366666666666667,134
2016-10-14,14,87,76.2,69,72,68.6,66,96,78.5,57,13,5.6,0,30.0,30.0,29.9,0.0,4,24.555555555555557,0.0,6.255555555555556,135
2016-10-15,15,89,78.0,68,72,69.7,67,97,77.6,48,16,7.0,0,30.0,29.9,29.9,0.02,5,25.555555555555557,0.0,7.255555555555556,136
2016-10-16,16,91,78.5,69,75,71.3,67,100,80.5,45,14,5.8,0,29.9,29.9,29.8,0.0,6,25.833333333333332,0.0,7.533333333333331,137
2016-10-17,17,90,80.2,71,74,70.8,68,96,75.4,48,14,6.7,0,29.8,29.8,29.7,0.0,0,26.77777777777778,0.0,8.477777777777778,138
2016-10-18,18,92,80.9,70,74,71.0,66,100,74.7,42,15,6.5,0,29.8,29.8,29.7,0.0,1,27.16666666666667,0.0,8.86666666666667,139
2016-10-19,19,89,79.2,72,76,72.3,70,100,81.0,55,16,6.5,0,29.9,29.8,29.8,0.0,2,26.22222222222222,0.0,7.922222222222221,140
2016-10-20,20,86,75.4,68,74,67.6,51,97,78.4,55,18,7.7,0,30.0,29.9,29.8,0.0,3,24.111111111111114,0.0,5.811111111111114,141
2016-10-21,21,76,65.5,55,50,47.7,44,77,54.4,33,16,9.5,0,30.1,30.1,30.0,0.0,4,18.61111111111111,0.0,0.31111111111111,142
2016-10-22,22,77,61.8,49,51,46.3,41,90,61.7,29,9,4.6,0,30.1,30.1,30.0,0.0,5,16.555555555555557,1.7444444444444436,0.0,143
2016-10-23,23,80,66.2,52,61,55.2,48,89,69.4,50,13,6.0,0,30.1,30.1,30.1,0.0,6,19.0,0.0,0.6999999999999993,144
2016-10-24,24,84,70.8,60,64,61.3,59,97,75.1,44,9,5.0,0,30.2,30.1,30.1,0.0,0,21.555555555555557,0.0,3.2555555555555564,145
2016-10-25,25,82,70.1,59,67,62.9,58,100,80.3,47,12,5.2,0,30.1,30.1,30.0,0.0,1,21.166666666666664,0.0,2.8666666666666636,146
2016-10-26,26,84,71.4,60,66,60.6,54,97,72.7,38,12,4.1,0,30.1,30.0,30.0,0.0,2,21.888888888888893,0.0,3.588888888888892,147
2016-10-27,27,84,70.3,61,64,60.3,56,100,74.4,38,13,4.0,0,30.1,30.1,30.0,0.0,3,21.27777777777778,0.0,2.977777777777778,148
2016-10-28,28,87,72.5,62,67,61.5,57,97,72.6,37,14,4.6,0,30.1,30.1,30.0,0.0,4,22.5,0.0,4.199999999999999,149
2016-10-29,29,86,72.8,64,70,64.8,61,97,78.6,49,15,6.3,0,30.1,30.0,30.0,0.0,5,22.666666666666668,0.0,4.366666666666667,150
2016-10-30,30,87,69.9,62,69,64.0,56,100,84.8,37,9,4.5,0,30.1,30.0,30.0,0.0,6,21.055555555555557,0.0,2.7555555555555564,151
2016-10-31,31,84,69.4,58,70,63.8,58,100,84.6,49,14,6.0,0,30.0,29.9,29.9,0.0,0,20.777777777777782,0.0,2.4777777777777814,152
2016-11-01,1,82,74.6,66,74,69.4,66,100,84.5,65,17,7.4,0,29.9,29.9,29.9,0.0,0,23.666666666666664,0.0,5.366666666666664,153
2016-11-02,2,85,75.2,68,73,69.9,67,100,84.7,59,15,7.4,0,30.0,30.0,29.9,0.05,3,24.0,0.0,5.699999999999999,154
2016-11-03,3,86,75.4,69,72,69.6,67,100,83.5,55,10,5.5,0,30.1,30.1,30.0,0.0,4,24.111111111111114,0.0,5.811111111111114,155
2016-11-04,4,86,75.6,70,70,68.1,63,97,79.3,46,8,4.7,0,30.1,30.1,30.0,0.0,0,24.222222222222218,0.0,5.922222222222217,156
2016-11-05,5,80,72.6,67,69,57.7,52,87,61.2,38,12,6.4,0,30.1,30.1,30.0,0.0,2,22.555555555555554,0.0,4.255555555555553,157
2016-11-06,6,79,70.7,63,68,62.8,54,96,76.5,59,15,8.4,3,30.1,30.0,29.9,0.0,5,21.5,0.0,3.1999999999999993,158
2016-11-07,7,77,69.1,64,67,64.8,62,97,86.5,64,14,9.0,6,30.0,30.0,29.9,1.53,0,20.611111111111107,0.0,2.3111111111111065,159
2016-11-08,8,72,66.9,63,65,63.0,62,100,87.4,73,12,7.4,5,30.1,30.0,30.0,0.0,3,19.388888888888893,0.0,1.0888888888888921,160
2016-11-09,9,76,68.3,61,63,61.1,57,90,78.5,58,14,9.5,3,30.1,30.1,30.0,0.0,6,20.166666666666668,0.0,1.8666666666666671,161
2016-11-10,10,72,63.8,55,57,49.7,44,90,62.6,39,10,5.9,0,30.2,30.1,30.1,0.0,1,17.666666666666668,0.6333333333333329,0.0,162
2016-11-11,11,74,64.3,58,54,50.5,43,81,63.3,33,12,4.4,0,30.1,30.1,30.0,0.0,4,17.944444444444443,0.35555555555555785,0.0,163
2016-11-12,12,79,67.8,58,58,55.8,54,90,67.8,44,12,5.8,0,30.1,30.1,30.0,0.0,6,19.88888888888889,0.0,1.5888888888888886,164
2016-11-13,13,68,60.6,53,51,47.8,45,83,63.7,45,9,5.8,0,30.2,30.1,30.0,0.0,6,15.88888888888889,2.4111111111111114,0.0,165
2016-11-14,14,79,63.8,51,61,54.8,48,93,74.5,47,8,3.4,0,30.0,30.0,29.9,0.0,0,17.666666666666668,0.6333333333333329,0.0,166
2016-11-15,15,83,68.0,57,62,54.8,44,93,68.0,25,10,4.7,0,30.0,29.9,29.9,0.0,1,20.0,0.0,1.6999999999999993,167
2016-11-16,16,83,67.0,53,61,54.3,48,93,68.3,29,14,4.6,0,29.9,29.9,29.8,0.0,2,19.444444444444443,0.0,1.1444444444444422,168
2016-11-17,17,82,70.4,59,67,62.2,58,100,78.2,49,18,7.5,0,29.9,29.8,29.8,0.0,3,21.333333333333336,0.0,3.033333333333335,169
2016-11-18,18,82,69.1,56,69,58.8,35,96,71.0,44,23,10.4,0,30.3,30.0,29.8,0.0,4,20.611111111111107,0.0,2.3111111111111065,170
